,Raw Tweet,Text Extraction,Hashtag Extraction,Reference Extraction,URL Extraction,Tweet Location,Tweet Time
288,"Rice to blame for @BarackObama's change of heart
http://t.co/UdtrJgL3k3
@AmbassadorRice #IranDeal #IranTalksvienna http://t.co/Z11Isr6Pd5","rice to blame for s change of heart

 irandeal irantalksvienna ","[#IranDeal, #IranTalksvienna]","[@BarackObama, @AmbassadorRice]","[http://t.co/UdtrJgL3k3, http://t.co/Z11Isr6Pd5]",Gold Coast,Sat Jul 11 10:16:55 +0000 2015
289,@BarackObama and people say Obama does nothing for America #YouLying, and people say obama does nothing for america youlying,[#YouLying],[@BarackObama],[],Natural Bridge,Sat Jul 11 10:16:54 +0000 2015
290,RT @wasabibooti: @BarackObama help,   help,[],"[@wasabibooti, @BarackObama]",[],Mercyville,Sat Jul 11 10:16:52 +0000 2015
291,"RT @CapitalFM_kenya: Expect disruptions during @BarackObama visit, @StateHouseKenya cautions http://t.co/edcxBqpo4L #ges2015kenya http://t.",  expect disruptions during  visit  cautions  ges2015kenya httpt,[#ges2015kenya],"[@CapitalFM_kenya, @BarackObama, @StateHouseKenya]",[http://t.co/edcxBqpo4L],Hull,Sat Jul 11 10:16:52 +0000 2015
292,"RT @BringTheFlag: Flashback: When @HillaryClinton , @BarackObama , and @JoeBiden Debated #SanctuaryCity http://t.co/6WayGQxPCZ",  flashback when     and  debated sanctuarycity ,[#SanctuaryCity],"[@BringTheFlag, @HillaryClinton, @BarackObama, @JoeBiden]",[http://t.co/6WayGQxPCZ],Swansea,Sat Jul 11 10:16:50 +0000 2015
293,@BarackObama help, help,[],[@BarackObama],[],Swatara Township,Sat Jul 11 10:16:48 +0000 2015
294,"@ItalianPolitics @BarackObama Download LIghtRoom Photoshop For Free http://t.co/KrvXKerNHJ
Download POP TTT For Free http://t.co/zieYNZcg2d","  download lightroom photoshop for free 
download pop ttt for free ",[],"[@ItalianPolitics, @BarackObama]","[http://t.co/KrvXKerNHJ, http://t.co/zieYNZcg2d]",Cty Spok Val,Sat Jul 11 10:16:48 +0000 2015
295,"@NaYaKnoMi @BarackObama @POTUS I believe it! The racists came out of the woodwork in KY too, but they swear they're not racist.",   i believe it the racists came out of the woodwork in ky too but they swear theyre not racist,[],"[@NaYaKnoMi, @BarackObama, @POTUS]",[],Detroit,Sat Jul 11 10:16:47 +0000 2015
296,"Flashback: When @HillaryClinton , @BarackObama , and @JoeBiden Debated #SanctuaryCity http://t.co/6WayGQxPCZ",flashback when     and  debated sanctuarycity ,[#SanctuaryCity],"[@HillaryClinton, @BarackObama, @JoeBiden]",[http://t.co/6WayGQxPCZ],,Sat Jul 11 10:16:47 +0000 2015
297,"RT @mikesmith8026: @AmbJohnBolton ANB JOH. LET ME TELL YOU WORST US LRESIDENT CUMBANG, COWARD, THUG, WEAK FROM KENYA @BarackObama ,",   anb joh let me tell you worst us lresident cumbang coward thug weak from kenya  ,[],"[@mikesmith8026, @AmbJohnBolton, @BarackObama]",[],Olympia Hgts,Sat Jul 11 10:16:44 +0000 2015
298,"@BarackObama #Obama Ideologies, are not defeated with guns,"" er.. NAZIS were and had to be def.by guns #nevillechamberlain @TeaPartyExpress", obama ideologies are not defeated with guns er nazis were and had to be defby guns nevillechamberlain ,"[#Obama, #nevillechamberlain]","[@BarackObama, @TeaPartyExpress]",[],Pt Mugu Nawc,Sat Jul 11 10:16:41 +0000 2015
299,RT @PeterMJorna: @NSS2014 @dutchdailynews @BarackObama Hope you were in the opportunity to see the Jan Mostaert painting mr. president http,     hope you were in the opportunity to see the jan mostaert painting mr president http,[],"[@PeterMJorna, @NSS2014, @dutchdailynews, @BarackObama]",[],Martins Ferry,Sat Jul 11 10:16:40 +0000 2015
300,RT @ORConservative: Kate Stenle isn't worthy of a @BarackObama comment because she's white and was killed by an illegal Mexican http://t.co,  kate stenle isnt worthy of a  comment because shes white and was killed by an illegal mexican ,[],"[@ORConservative, @BarackObama]",[http://t.co],Kent,Sat Jul 11 10:16:34 +0000 2015
301,RT @lassese: Inside @BarackObama's stealth startup: http://t.co/rGbJqr9ZtM via @FastCompany #longreads #digitalist,  inside s stealth startup  via  longreads digitalist,"[#longreads, #digitalist]","[@lassese, @BarackObama, @FastCompany]",[http://t.co/rGbJqr9ZtM],Anoka,Sat Jul 11 10:16:24 +0000 2015
302,"@BarackObama mate, iv heard you know what happens to Jon Snow..... please feel free to inbox me as I cant wait until next year xxxxxxxxxxxxx", mate iv heard you know what happens to jon snow please feel free to inbox me as i cant wait until next year xxxxxxxxxxxxx,[],[@BarackObama],[],GREAT BRITAIN,Sat Jul 11 10:15:09 +0000 2015
303,@BarackObama Mr Obama what happened to Jon Snow? Is he really dead?, mr obama what happened to jon snow is he really dead,[],[@BarackObama],[],Murcia,Sat Jul 11 10:14:23 +0000 2015
304,"RT @DaAwesumPossum: This is why the GOP has pretty much had to resort to the ""Obama is a poopy-head"" argument.  @BarackObama http://t.co/ys",  this is why the gop has pretty much had to resort to the obama is a poopyhead argument   ,[],"[@DaAwesumPossum, @BarackObama]",[http://t.co/ys],,Sat Jul 11 10:13:05 +0000 2015
305,"@Novorossiyan @ClaudioNonna @BarackObama @ItalianPolitics Download LIghtRoom  http://t.co/KrvXKerNHJ
Download POP TTT http://t.co/zieYNZcg2d","    download lightroom  
download pop ttt ",[],"[@Novorossiyan, @ClaudioNonna, @BarackObama, @ItalianPolitics]","[http://t.co/KrvXKerNHJ, http://t.co/zieYNZcg2d]",East Amwell Twp,Sat Jul 11 10:12:29 +0000 2015
306,"@ClaudioNonna @ItalianPolitics @BarackObama Download LIghtRoom Photoshop  http://t.co/KrvXKerNHJ
Download POP TTT http://t.co/zieYNZcg2d","   download lightroom photoshop  
download pop ttt ",[],"[@ClaudioNonna, @ItalianPolitics, @BarackObama]","[http://t.co/KrvXKerNHJ, http://t.co/zieYNZcg2d]","Bucharest, Romania",Sat Jul 11 10:11:37 +0000 2015
307,RT @kairis: i can't believe kji's smile is the solution to world peace @barackobama  https://t.co/u4kx0PLorH,  i cant believe kjis smile is the solution to world peace   ,[],"[@kairis, @barackobama]",[https://t.co/u4kx0PLorH],,Sat Jul 11 10:11:36 +0000 2015
308,@David_Cameron @BarackObama citizens and the countries not in safe hands because  of your unlawful corruptions and murdering games,  citizens and the countries not in safe hands because  of your unlawful corruptions and murdering games,[],"[@David_Cameron, @BarackObama]",[],,Sat Jul 11 10:11:32 +0000 2015
309,@claudiononna @barackobama @italianpolitics Barack Obama is 'The Smiling Assassin'. Child-killer &amp; backer of Ukraine state terrorism.,   barack obama is the smiling assassin childkiller and backer of ukraine state terrorism,[],"[@claudiononna, @barackobama, @italianpolitics]",[],,Sat Jul 11 10:11:30 +0000 2015
310,"NEVER, NEVER GIVE A ""POWER OF ATTORNEY"" http://t.co/xqa4foGLfo @BrownFrida @BarackObama @MIT @Yale @Harvard @Stanford @FT @hrw @UniofOxford",never never give a power of attorney          ,[],"[@BrownFrida, @BarackObama, @MIT, @Yale, @Harvard, @Stanford, @FT, @hrw, @UniofOxford]",[http://t.co/xqa4foGLfo],,Sat Jul 11 10:11:26 +0000 2015
311,@POTUS @BarackObama &amp; @JoeBiden are the masters of #Selfiediplomacy #digitaldiplomacy http://t.co/Yaf5fTSu7c http://t.co/xbf8fIoecS,  and  are the masters of selfiediplomacy digitaldiplomacy  ,"[#Selfiediplomacy, #digitaldiplomacy]","[@POTUS, @BarackObama, @JoeBiden]","[http://t.co/Yaf5fTSu7c, http://t.co/xbf8fIoecS]",,Sat Jul 11 10:11:22 +0000 2015
312,"@BarackObama Obahelp me this,don't send goods", obahelp me thisdont send goods,[],[@BarackObama],[],Yreka,Sat Jul 11 10:11:11 +0000 2015
313,@David_Cameron @BarackObama you making wonderful citizens of this world so powerless with your bombs .and ammunition practices?,  you making wonderful citizens of this world so powerless with your bombs and ammunition practices,[],"[@David_Cameron, @BarackObama]",[],Hartford,Sat Jul 11 10:11:01 +0000 2015
314,@BarackObama - Why? Bc Im a GREAT person inside &amp; out why post so many photos can only produce more positives &amp; represents me best. My eyes.,  why bc im a great person inside and out why post so many photos can only produce more positives and represents me best my eyes,[],[@BarackObama],[],Zephyrhills,Sat Jul 11 10:10:50 +0000 2015
315,"@BarackObama what do you think Mr Obama, Hull City or Hull Tigers #haveyoursay", what do you think mr obama hull city or hull tigers haveyoursay,[#haveyoursay],[@BarackObama],[],,Sat Jul 11 10:10:41 +0000 2015
316,@BarackObama Hausa Fulani Boko Haram Has Continued Their Killings Against We Christians And #Biafra People AndThatIsUnaccepted To Us #IPOB, hausa fulani boko haram has continued their killings against we christians and biafra people andthatisunaccepted to us ipob,"[#Biafra, #IPOB]",[@BarackObama],[],Jamestown,Sat Jul 11 10:10:39 +0000 2015
317,@BarackObama-Understands why I put myself on the chopping block online.bc Im positive nomatter how many negativesget thrown atme good occurs,understands why i put myself on the chopping block onlinebc im positive nomatter how many negativesget thrown atme good occurs,[],[@BarackObama],[],Center City,Sat Jul 11 10:10:38 +0000 2015
318,@ussoccer_wnt @BarackObama yay USA! cute.,  yay usa cute,[],"[@ussoccer_wnt, @BarackObama]",[],Haugen,Sat Jul 11 10:10:37 +0000 2015
319,@mishinterpreter @BarackObama Man tell us what happens to Jon Snow!!! IS HE ALIVE! Any bets red cape lady does stuff!,  man tell us what happens to jon snow is he alive any bets red cape lady does stuff,[],"[@mishinterpreter, @BarackObama]",[],Sylacauga,Sat Jul 11 10:10:37 +0000 2015
320,"Some friends of mine call me Plato, Aristotle, Socrates, The Kenyan @BarackObama , The new, the late, the iconic, the oratoric Thomas Joseph",some friends of mine call me plato aristotle socrates the kenyan   the new the late the iconic the oratoric thomas joseph,[],[@BarackObama],[],Tresckow,Sat Jul 11 10:10:37 +0000 2015
321,@BarackObama I'm writing a book and I've Been trying to find someone to give a memorable quote that I can put in to it and I would for you!!, im writing a book and ive been trying to find someone to give a memorable quote that i can put in to it and i would for you,[],[@BarackObama],[],Sheikhupura Pakistan,Sat Jul 11 10:10:36 +0000 2015
322,@BarackObama please follow this account!tkmc3 aa, please follow this accounttkmc3 aa,[],[@BarackObama],[],Brooklyn,Sat Jul 11 10:10:36 +0000 2015
323,@BarackObama you said Black community needs policemen in their community but #FBI  data show that 69% of crime in USA is committed by whites, you said black community needs policemen in their community but fbi  data show that 69 of crime in usa is committed by whites,[#FBI],[@BarackObama],[],Mccarran,Sat Jul 11 10:10:36 +0000 2015
324,RT @FridaBrownDR: Just incredible ...!! http://t.co/xqa4foGLfo @BarackObama @MIT @IberoExalumnos @YahooNews @BBCWorld @cnnbrk @Harvard http,  just incredible          http,[],"[@FridaBrownDR, @BarackObama, @MIT, @IberoExalumnos, @YahooNews, @BBCWorld, @cnnbrk, @Harvard]",[http://t.co/xqa4foGLfo],Chatham,Sat Jul 11 10:10:34 +0000 2015
325,RT @FridaBrownDR: @washingtonpost ORGANIZATION AGAINST LEGAL ABUSE OALA http://t.co/xqa4foGLfo @BarackObama @WhiteHouse @Forbes @UKParliame,   organization against legal abuse oala     ,[],"[@FridaBrownDR, @washingtonpost, @BarackObama, @WhiteHouse, @Forbes, @UKParliame]",[http://t.co/xqa4foGLfo],Dougherty,Sat Jul 11 10:10:34 +0000 2015
326,RT @eddiern: Iran is playing @BarackObama  and @JohnKerry  like Two Big Suckers. http://t.co/G5RnK2qzct,  iran is playing   and   like two big suckers ,[],"[@eddiern, @BarackObama, @JohnKerry]",[http://t.co/G5RnK2qzct],Crossvl,Sat Jul 11 10:10:34 +0000 2015
327,RT @toddstarnes: Hey President @BarackObama -- I have an idea... http://t.co/oqpjkayBUJ,  hey president   i have an idea ,[],"[@toddstarnes, @BarackObama]",[http://t.co/oqpjkayBUJ],Canton,Sat Jul 11 10:10:32 +0000 2015
328,@BarackObama was just an idea. Vehicles that actually cleaned the environment would have increased speed up for the clean up many times over, was just an idea vehicles that actually cleaned the environment would have increased speed up for the clean up many times over,[],[@BarackObama],[],Bo Colombia,Sat Jul 11 10:10:32 +0000 2015
329,I think @BarackObama would be a good replacement for Jon Stewart,i think  would be a good replacement for jon stewart,[],[@BarackObama],[],Fairman,Sat Jul 11 10:10:31 +0000 2015
330,"@AbdullahISPR @CNN @BarackObama @POTUS Abdulla mate, you on a heroin trip &amp; spreading falsehood ? Just stop meddling with US Muslims !",    abdulla mate you on a heroin trip and spreading falsehood  just stop meddling with us muslims ,[],"[@AbdullahISPR, @CNN, @BarackObama, @POTUS]",[],Thomasboro,Sat Jul 11 10:10:31 +0000 2015
331,@BarackObama I just had a great idea. the new hydro vehicles actually clean air. if years polluted to get us here then years cleaning needed, i just had a great idea the new hydro vehicles actually clean air if years polluted to get us here then years cleaning needed,[],[@BarackObama],[],Liberty Mutual Insurance,Sat Jul 11 10:10:30 +0000 2015
332,@BarackObama is abusing his power to gain access to TV storylines., is abusing his power to gain access to tv storylines,[],[@BarackObama],[],,Sat Jul 11 10:10:30 +0000 2015
333,"@David_Cameron @BarackObama @Queen_Europe @BBCBreaking Highest level of hypocrisy, UK watering &amp; promoting corruption http://t.co/IEfL3YsBhA",    highest level of hypocrisy uk watering and promoting corruption ,[],"[@David_Cameron, @BarackObama, @Queen_Europe, @BBCBreaking]",[http://t.co/IEfL3YsBhA],Mechanic,Sat Jul 11 10:10:30 +0000 2015
334,@BarackObama Pls can you RT to my wife @mumof6daughters &amp; 2 eldest girls climbing snowdon in UK for Charity donate http://t.co/LGqPAnOUZM, pls can you rt to my wife  and 2 eldest girls climbing snowdon in uk for charity donate ,[],"[@BarackObama, @mumof6daughters]",[http://t.co/LGqPAnOUZM],St Peters,Sat Jul 11 10:10:29 +0000 2015
335,@BarackObama watching you talk with Sir David Attenborough was amazing. The smile you had when meeting him was the same as mine when I did., watching you talk with sir david attenborough was amazing the smile you had when meeting him was the same as mine when i did,[],[@BarackObama],[],Logtown,Sat Jul 11 10:10:28 +0000 2015
336,"Muslims entering the #White_House and ask @BarackObama to leave after gay marriage approval
https://t.co/NQxKzmBtaI
#","muslims entering the whitehouse and ask  to leave after gay marriage approval

",[#White_House],[@BarackObama],[https://t.co/NQxKzmBtaI],Newfane,Sat Jul 11 10:10:26 +0000 2015
337,"RT @paquitocaserio: https://t.co/xtGiik1sim @BarackObama Is time to be equal, so many soldiers for our nation , Listen to @trschatz51 a lea",    is time to be equal so many soldiers for our nation  listen to  a lea,[],"[@paquitocaserio, @BarackObama, @trschatz51]",[https://t.co/xtGiik1sim],Kinston,Sat Jul 11 10:10:25 +0000 2015
338,@BarackObama @USSupremeCourt - Ill state the obvious. You be normal. Okay replies @BarackObama,   ill state the obvious you be normal okay replies ,[],"[@BarackObama, @USSupremeCourt, @BarackObama]",[],Fort Polk,Sat Jul 11 10:10:22 +0000 2015
339,RT @chancesdick: my dick is cold warm it up for me (; @BarackObama,  my dick is cold warm it up for me  ,[],"[@chancesdick, @BarackObama]",[],UK,Sat Jul 11 10:10:16 +0000 2015
340,@BarackObama @USSupremeCourt - The Climb by Miley Cyrus (Leslie Fischman's @USSupremeCourt Visit January 2013).,   the climb by miley cyrus leslie fischmans  visit january 2013,[],"[@BarackObama, @USSupremeCourt, @USSupremeCourt]",[],Brookfield,Sat Jul 11 10:10:14 +0000 2015
341,"RT @Franklin_Graham: .@BarackObama lit up the White House with LGBT colors.
I think he might need to install some extra lightning
rods. htt","   lit up the white house with lgbt colors
i think he might need to install some extra lightning
rods htt",[],"[@Franklin_Graham, @BarackObama]",[],Winston Salem,Sat Jul 11 10:10:12 +0000 2015
342,RT @brentnhunter: Sending #FridayFollow love to @ladygaga @BarackObama @justinbieber @addthis @yokoono @Schwarzenegger @greysonchance,  sending fridayfollow love to       ,[#FridayFollow],"[@brentnhunter, @ladygaga, @BarackObama, @justinbieber, @addthis, @yokoono, @Schwarzenegger, @greysonchance]",[],Deer Harbor,Sat Jul 11 10:10:11 +0000 2015
343,@BarackObama (Legal Advice by Molly) @USSupremeCourt :) We put @BarackObama in Bindings via Miss Fischman's Climb. http://t.co/ghO7zGazLn, legal advice by molly   we put  in bindings via miss fischmans climb ,[],"[@BarackObama, @USSupremeCourt, @BarackObama]",[http://t.co/ghO7zGazLn],Laura,Sat Jul 11 10:10:11 +0000 2015
344,@arneduncan's Legacy in education is a stain on @BarackObama's presidency http://t.co/r1TC5CVjpg #PublicEdRevolution #feelthebern,s legacy in education is a stain on s presidency  publicedrevolution feelthebern,"[#PublicEdRevolution, #feelthebern]","[@arneduncan, @BarackObama]",[http://t.co/r1TC5CVjpg],Santee,Sat Jul 11 10:10:10 +0000 2015
345,"@BarackObama MR PRESIDENT PLEASE SAVE GREECE! 
GREECE IS THE LIGHT OF EUROPE.DONT LET EUROPE WITHOUT LIGHT..."," mr president please save greece 
greece is the light of europedont let europe without light",[],[@BarackObama],[],,Sat Jul 11 10:10:06 +0000 2015
346,"There was no Cou we just @Eminem'd @BarackObama via Molly @mymollydoll online, We Share the Same Interests!",there was no cou we just d  via molly  online we share the same interests,[],"[@Eminem, @BarackObama, @mymollydoll]",[],Lovettsville,Sat Jul 11 10:10:05 +0000 2015
347,"@BarackObama 
lol!
That guy!
divided?
like, theCivil War? huh?
don't teach that in the south?
Oh.
Get the NET!
Alot has happened since then."," 
lol
that guy
divided
like thecivil war huh
dont teach that in the south
oh
get the net
alot has happened since then",[],[@BarackObama],[],Hayes,Sat Jul 11 10:10:05 +0000 2015
348,pls promote my ig post @BarackObama @taylorswift13 @Oprah @TheEllenShow https://t.co/HDI6Ic71Vw thank you!,pls promote my ig post      thank you,[],"[@BarackObama, @taylorswift13, @Oprah, @TheEllenShow]",[https://t.co/HDI6Ic71Vw],Ny,Sat Jul 11 10:10:00 +0000 2015
349,my dick is cold warm it up for me (; @BarackObama,my dick is cold warm it up for me  ,[],[@BarackObama],[],Rocky Mount,Sat Jul 11 10:09:56 +0000 2015
350,@David_Cameron @BarackObama its your games of poisoning that's makes lives loss.these are war crimes against innocence people,  its your games of poisoning thats makes lives lossthese are war crimes against innocence people,[],"[@David_Cameron, @BarackObama]",[],Cottleville,Sat Jul 11 10:09:55 +0000 2015
351,"RT @BarackObama: ""Today we can say in no uncertain terms that we've made our union a little more perfect."" President Obama #LoveWins",  today we can say in no uncertain terms that weve made our union a little more perfect president obama lovewins,[#LoveWins],[@BarackObama],[],Casper,Sat Jul 11 10:09:55 +0000 2015
352,RT @hoop_tilidie: Bruhhh sir they charging 1.25 for Arizona's now @BarackObama help us #BlackLivesMatter,  bruhhh sir they charging 125 for arizonas now  help us blacklivesmatter,[#BlackLivesMatter],"[@hoop_tilidie, @BarackObama]",[],New London,Sat Jul 11 10:09:53 +0000 2015
353,@BarackObama @ussoccer_wnt Jesus is coming soon,  jesus is coming soon,[],"[@BarackObama, @ussoccer_wnt]",[],,Sat Jul 11 10:09:53 +0000 2015
354,"RT @BarackObama: ""The freedom to marry who you lovethat's now open to all of us. That's a good thing."" President Obama #LoveWins",  the freedom to marry who you lovethats now open to all of us thats a good thing president obama lovewins,[#LoveWins],[@BarackObama],[],Blossvale,Sat Jul 11 10:09:53 +0000 2015
355,@JayCarney - @BarackObama screams mymollydolls!!!! @JayCarney and @mymollydoll :) Great team! Super organized now USA!,   screams mymollydolls  and   great team super organized now usa,[],"[@JayCarney, @BarackObama, @JayCarney, @mymollydoll]",[],St Clair Shores,Sat Jul 11 10:09:52 +0000 2015
356,I wonder what @BarackObama is doing at this very second,i wonder what  is doing at this very second,[],[@BarackObama],[],Conger Corners,Sat Jul 11 10:09:48 +0000 2015
357,@David_Cameron @BarackObama you murdering anyone gets in your ways following @tonyblairoffice unlawful behaviour towards us.? u in this toge,  you murdering anyone gets in your ways following  unlawful behaviour towards us u in this toge,[],"[@David_Cameron, @BarackObama, @tonyblairoffice]",[],Angel Fire,Sat Jul 11 10:09:46 +0000 2015
358,"@BarackObama @WhtsMovingIndia #WMI, #WhatsMovingIndia, #India
For more Info:http://t.co/yNn89ZDYyG #barackobama  https://t.co/8w9hSNKRFH","  wmi whatsmovingindia india
for more info barackobama  ","[#WMI, #WhatsMovingIndia, #India, #barackobama]","[@BarackObama, @WhtsMovingIndia]","[http://t.co/yNn89ZDYyG, https://t.co/8w9hSNKRFH]",,Sat Jul 11 10:09:45 +0000 2015
359,@thedailybeast @BarackObama But not as upset as Maverick fans are about the loss of DeAndre Jordan.,  but not as upset as maverick fans are about the loss of deandre jordan,[],"[@thedailybeast, @BarackObama]",[],Lumberton,Sat Jul 11 10:09:45 +0000 2015
360,I think @POTUS @BarackObama @MikeSonko can help me pay my school fees and high school balance. http://t.co/Nua1SgSSCv,i think    can help me pay my school fees and high school balance ,[],"[@POTUS, @BarackObama, @MikeSonko]",[http://t.co/Nua1SgSSCv],Rathbun,Sat Jul 11 10:09:44 +0000 2015
361,@BarackObama good work done, good work done,[],[@BarackObama],[],Wellersburg,Sat Jul 11 10:09:39 +0000 2015
362,"RT @LCVoters: .@BarackObamas latest action on #SolarEnergy will drive innovation towards cleaner, low-carbon energy solutions: http://t.",   latest action on solarenergy will drive innovation towards cleaner lowcarbon energy solutions httpt,[#SolarEnergy],"[@LCVoters, @BarackObamas]",[],Quick,Sat Jul 11 10:09:34 +0000 2015
363,"@papanikstix @David_Cameron @SkyNews @ITV @BarackObama Germany are owed the most money, but why do they keep showering them with it?",     germany are owed the most money but why do they keep showering them with it,[],"[@papanikstix, @David_Cameron, @SkyNews, @ITV, @BarackObama]",[],Madison,Sat Jul 11 10:09:33 +0000 2015
364,"@David_Cameron what are you and @BarackObama doing to citizens , inparticuler to my family.is your poisoning that makes us ill.then its twis", what are you and  doing to citizens  inparticuler to my familyis your poisoning that makes us illthen its twis,[],"[@David_Cameron, @BarackObama]",[],Reading Sta,Sat Jul 11 10:09:33 +0000 2015
365,@sirfrankbouman @Miss_ENT @ILLUMINATIAM @davidcameron @BarackObama I am also happy I'm very flattered that I'm around leaders and captains,     i am also happy im very flattered that im around leaders and captains,[],"[@sirfrankbouman, @Miss_ENT, @ILLUMINATIAM, @davidcameron, @BarackObama]",[],Smiths Sta,Sat Jul 11 10:09:27 +0000 2015
366,@sirfrankbouman @Miss_ENT @ILLUMINATIAM @davidcameron @BarackObama I am so happy right now knowing the man that I love knows that I love him,     i am so happy right now knowing the man that i love knows that i love him,[],"[@sirfrankbouman, @Miss_ENT, @ILLUMINATIAM, @davidcameron, @BarackObama]",[],Edmonds,Sat Jul 11 10:09:26 +0000 2015
367,@TearsnRain @David_Cameron @SkyNews @ITV @BarackObama Germany wants Greece to suffer. Do your homework.,     germany wants greece to suffer do your homework,[],"[@TearsnRain, @David_Cameron, @SkyNews, @ITV, @BarackObama]",[],Doolie,Sat Jul 11 10:09:23 +0000 2015
368,@David_Cameron @SkyNews @ITV @BarackObama Why is Germany throwing the most money at them? What is in it for them?,    why is germany throwing the most money at them what is in it for them,[],"[@David_Cameron, @SkyNews, @ITV, @BarackObama]",[],Usps Buffalo Amf,Sat Jul 11 10:09:23 +0000 2015
369,@thedailybeast @BarackObama so am I! Devasted! We needed a drink to cheer ourselves up!! http://t.co/qHxpXNniuf,  so am i devasted we needed a drink to cheer ourselves up ,[],"[@thedailybeast, @BarackObama]",[http://t.co/qHxpXNniuf],North Lake,Sat Jul 11 10:09:23 +0000 2015
370,RT @prophecyglover1: @sirfrankbouman @Miss_ENT @ILLUMINATIAM @davidcameron @BarackObama how is my favorite family doing???,       how is my favorite family doing,[],"[@prophecyglover1, @sirfrankbouman, @Miss_ENT, @ILLUMINATIAM, @davidcameron, @BarackObama]",[],Thorntonville,Sat Jul 11 10:09:21 +0000 2015
371,@BarackObama I  RESPECT  YOU. I  SALUTE  FOR  YOU  AND  I  VERY  VERY  LIKE  YOU.   THANKS., i  respect  you i  salute  for  you  and  i  very  very  like  you   thanks,[],[@BarackObama],[],Jard De Caguas,Sat Jul 11 10:09:18 +0000 2015
372,"@David_Cameron @SkyNews @ITV @BarackObama But seeing #greece suffer is not going to be pretty, but what are the consequences for Europe?",    but seeing greece suffer is not going to be pretty but what are the consequences for europe,[#greece],"[@David_Cameron, @SkyNews, @ITV, @BarackObama]",[],Ashdown,Sat Jul 11 10:09:18 +0000 2015
373,i can't believe kji's smile is the solution to world peace @barackobama  https://t.co/u4kx0PLorH,i cant believe kjis smile is the solution to world peace   ,[],[@barackobama],[https://t.co/u4kx0PLorH],Saint Libory,Sat Jul 11 10:09:16 +0000 2015
374,Via @HuffPostPol @DianeRavitch's best: @arneduncan's Legacy: http://t.co/r1TC5CVjpg @BarackObama @MichelleObama #PublicEdRevolution,via  s best s legacy    publicedrevolution,[#PublicEdRevolution],"[@HuffPostPol, @DianeRavitch, @arneduncan, @BarackObama, @MichelleObama]",[http://t.co/r1TC5CVjpg],Chicago,Sat Jul 11 10:09:11 +0000 2015
375,@David_Cameron @SkyNews @ITV @BarackObama Bailing out #Greece yet again will only set a precedent for other countries to do the same.,    bailing out greece yet again will only set a precedent for other countries to do the same,[#Greece],"[@David_Cameron, @SkyNews, @ITV, @BarackObama]",[],Mem,Sat Jul 11 10:09:11 +0000 2015
376,Hey my friend @BarackObama do the 11th of July the next independance day cuz @Clemzouille_ was born. Thanks and see you at the barbecue,hey my friend  do the 11th of july the next independance day cuz  was born thanks and see you at the barbecue,[],"[@BarackObama, @Clemzouille_]",[],Clarksboro,Sat Jul 11 10:09:11 +0000 2015
377,"@David_Cameron @SkyNews @ITV How do we know @BarackObama is not just wanting Europe to split, if they split it would only serve him surely?",   how do we know  is not just wanting europe to split if they split it would only serve him surely,[],"[@David_Cameron, @SkyNews, @ITV, @BarackObama]",[],Erwinville,Sat Jul 11 10:09:10 +0000 2015
378,@BarackObama please follow this account!tkmc3a, please follow this accounttkmc3a,[],[@BarackObama],[],N Haven,Sat Jul 11 10:09:06 +0000 2015
379,RT @justiceforthe4: Mom who lost her son #Feb24 asks @BarackObama who'll be at @FIU: Why'd you free my son's killer? http://t.co/xQDCNGDwHb,  mom who lost her son feb24 asks  wholl be at  whyd you free my sons killer ,[#Feb24],"[@justiceforthe4, @BarackObama, @FIU]",[http://t.co/xQDCNGDwHb],Rollins,Sat Jul 11 10:09:02 +0000 2015
380,RT @StartTheSpark: .@TonyOElumelu &amp; @BarackObama are paving the way for #Africanentrepreneurs w/ #TEEP bootcamp &amp; the #GES! #StarttheSpark,   and  are paving the way for africanentrepreneurs w teep bootcamp and the ges startthespark,"[#Africanentrepreneurs, #TEEP, #GES, #StarttheSpark]","[@StartTheSpark, @TonyOElumelu, @BarackObama]",[],Dorchester Center,Sat Jul 11 10:08:59 +0000 2015
381,"@BarackObama @NASA The species that sets its sights on the stars, shifts its focus from past to future. http://t.co/jDfWlONgBb",  the species that sets its sights on the stars shifts its focus from past to future ,[],"[@BarackObama, @NASA]",[http://t.co/jDfWlONgBb],Hon,Sat Jul 11 10:08:59 +0000 2015
382,"RT @sierraclub: New Jersey's low-income families will have better access to home solar, thanks to @BarackObama's administration: http://t.c",  new jerseys lowincome families will have better access to home solar thanks to s administration ,[],"[@sierraclub, @BarackObama]",[http://t.c],Franklin,Sat Jul 11 10:08:57 +0000 2015
383,"If I don't even have time to watch @GameOfThrones, no way President of the United States @BarackObama has time to watch that show.",if i dont even have time to watch  no way president of the united states  has time to watch that show,[],"[@GameOfThrones, @BarackObama]",[],Genola,Sat Jul 11 10:08:54 +0000 2015
384,@BarackObama great job.., great job,[],[@BarackObama],[],Kailua Kona,Sat Jul 11 10:08:52 +0000 2015
385,They will kill any of the stars to keep them on their toes &amp; save money! @thedailybeast @BarackObama #GameOfThrones #SeanBean #JasonMamoa,they will kill any of the stars to keep them on their toes and save money   gameofthrones seanbean jasonmamoa,"[#GameOfThrones, #SeanBean, #JasonMamoa]","[@thedailybeast, @BarackObama]",[],Holy Trinity,Sat Jul 11 10:08:51 +0000 2015
